,STATE,YEAR_x,GRAD_PERCENT,TOTAL_REVENUE,LOCAL_REVENUE,STATE_REVENUE,FEDERAL_REVENUE,LOCAL_PERCENT,FED_PERCENT,STATE_PERCENT,TOTAL_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,INSTRUCTION_EXPENDITURE
127,MISSISSIPPI,2012,85.7,4477828.0,1486998.0,2195720.0,795110.0,0.3320801960236079,0.17756599851535165,0.49035380546104046,4423270.0,1449935.0,2291333.0
128,MISSOURI,2012,84.4,10022622.0,4913106.0,4115324.0,994192.0,0.49020166579164615,0.09919480152000146,0.4106035326883524,9910617.0,2994397.0,5056789.0
129,MONTANA,2012,88.5,1628318.0,653125.0,761029.0,214164.0,0.40110408409168236,0.13152467761211262,0.467371238296205,1652537.0,536815.0,888206.0
130,NEBRASKA,2012,70.7,3764056.0,2231666.0,1166374.0,366016.0,0.5928886286495206,0.09723978601806137,0.309871585332418,3880517.0,984922.0,2247992.0
131,NEVADA,2012,87.3,4053945.0,1249362.0,2401035.0,403548.0,0.3081842501563292,0.09954451774752741,0.5922712320961434,4109706.0,1336995.0,2049362.0
132,NEW_HAMPSHIRE,2012,87.5,2963221.0,1746653.0,1029325.0,187243.0,0.589444054290922,0.0631890095271328,0.34736693618194525,2961684.0,868513.0,1654634.0
133,NEW_JERSEY,2012,70.3,27574528.0,15801549.0,10401941.0,1371038.0,0.5730487571718362,0.04972117745768849,0.37723006537047526,26432652.0,8921990.0,14491817.0
134,NEW_MEXICO,2012,76.8,3478709.0,605995.0,2380982.0,491732.0,0.17420111886334844,0.141354738208916,0.6844441429277356,3616691.0,1097238.0,1688871.0
135,NEW_YORK,2012,82.5,58981073.0,31897154.0,23314292.0,3769627.0,0.5408032166522301,0.06391248595969083,0.3952842973880791,60216421.0,14662331.0,38431932.0
136,NORTH_CAROLINA,2012,87.5,12788659.0,3309542.0,7648102.0,1831015.0,0.25878725830440863,0.1431749020753466,0.5980378396202448,13418244.0,3817233.0,7521325.0
137,NORTH_DAKOTA,2012,82.2,1345371.0,527066.0,658255.0,160050.0,0.3917625695811787,0.11896346806940242,0.48927396234941883,1380563.0,368323.0,685786.0
138,OHIO,2012,84.8,22799205.0,11455195.0,9336277.0,2007733.0,0.5024383525653636,0.08806153547897833,0.4095001119556581,22662376.0,7524489.0,10861218.0
139,OKLAHOMA,2012,68.7,5824963.0,2182878.0,2869071.0,773014.0,0.3747453846487952,0.1327071090408643,0.4925475063103405,5594867.0,1898922.0,2736786.0
140,OREGON,2012,85.5,6124872.0,2535926.0,3038052.0,550894.0,0.4140373872302964,0.08994375719198704,0.4960188555777166,6314092.0,2057965.0,3250376.0
141,PENNSYLVANIA,2012,79.7,27881568.0,16174860.0,9561500.0,2145208.0,0.5801273443444788,0.07694000566969547,0.3429326499858258,27851918.0,7682906.0,13450420.0
142,RHODE_ISLAND,2012,77.6,2208278.0,1224596.0,779000.0,204682.0,0.5545479328236753,0.09268851113854325,0.3527635560377815,2190431.0,727287.0,1272285.0
143,SOUTH_CAROLINA,2012,82.7,7889771.0,3454779.0,3586738.0,848254.0,0.437880769923487,0.10751313314416856,0.45460609693234444,7948441.0,2489094.0,3749691.0
144,SOUTH_DAKOTA,2012,86.3,1298723.0,691054.0,395054.0,212615.0,0.5321026885640741,0.16371081439229151,0.3041864970436344,1296971.0,379791.0,649023.0
145,TENNESSEE,2012,88.0,8983224.0,3707325.0,4017946.0,1257953.0,0.4126942621045629,0.14003357814521825,0.44727215975021883,9256522.0,2693334.0,5151260.0
146,TEXAS,2012,83.0,49979753.0,24037529.0,19801928.0,6140296.0,0.4809453340035514,0.1228556691746756,0.396198996821773,50215314.0,13954303.0,23902458.0
147,UTAH,2012,86.6,4217360.0,1632609.0,2158049.0,426702.0,0.3871163476677353,0.1011775138949485,0.5117061384373163,4330417.0,1052249.0,2161779.0
148,VERMONT,2012,84.5,1754161.0,257390.0,1372320.0,124451.0,0.14673111533091887,0.07094616742704916,0.782322717242032,1726321.0,518561.0,904254.0
149,VIRGINIA,2012,76.4,14940479.0,8010424.0,5564504.0,1365551.0,0.5361557684997917,0.09139941229461251,0.37244481920559575,15129464.0,4744530.0,8123166.0
150,WASHINGTON,2012,81.4,11955582.0,3897427.0,7001110.0,1057045.0,0.32599224362310425,0.08841434904632832,0.5855934073305674,12187889.0,3735795.0,5866729.0
151,WEST_VIRGINIA,2012,88.0,3970941.0,1524701.0,2014017.0,432223.0,0.38396465724371126,0.10884649255680202,0.5071888501994867,3536971.0,1155259.0,1893954.0
152,WISCONSIN,2012,77.0,11139967.0,5446300.0,4786356.0,907311.0,0.48889731899564876,0.08144647107123387,0.4296562099331174,10724377.0,3525882.0,5631108.0
153,WYOMING,2012,86.3,1664983.0,668359.0,851896.0,144728.0,0.4014209154087459,0.08692461124227695,0.5116544733489772,1670728.0,540510.0,845801.0
154,ALABAMA,2013,71.1,7197439.0,2487353.0,3898347.0,811739.0,0.34558861839607113,0.11278164358183515,0.5416297380220937,7487741.0,2317243.0,3747993.0
155,ALASKA,2013,75.7,2545117.0,516730.0,1707449.0,320938.0,0.2030279943908276,0.126099507409679,0.6708724981994934,2665933.0,982442.0,1324649.0
156,ARIZONA,2013,86.9,8164324.0,4051803.0,2934165.0,1178356.0,0.4962815047516488,0.14432989185632517,0.3593886033920261,7600581.0,2643742.0,3824071.0
157,ARKANSAS,2013,81.0,5067546.0,648405.0,3847045.0,572096.0,0.12795246456568918,0.11289409114391857,0.7591534442903922,5226339.0,1694335.0,2545564.0
158,CALIFORNIA,2013,77.3,68868516.0,25891045.0,35141208.0,7836263.0,0.3759489314391499,0.11378585535370038,0.5102652132071497,69727119.0,20595508.0,34194878.0
159,COLORADO,2013,87.0,8826868.0,4436773.0,3693829.0,696266.0,0.5026440862149519,0.0788803004644456,0.4184756133206025,8699125.0,2773716.0,4292898.0
160,CONNECTICUT,2013,87.0,10319361.0,6014374.0,3870444.0,434543.0,0.5828242659598787,0.04210948720565159,0.3750662468344697,9758850.0,2966636.0,5562212.0
161,DELAWARE,2013,61.4,1930466.0,655258.0,1124112.0,151096.0,0.3394299614704429,0.07826918474606649,0.5823008537834906,1924626.0,560882.0,1030897.0
162,DISTRICT_OF_COLUMBIA,2013,76.1,1300036.0,1170162.0,0.0,129874.0,0.9000996895470587,0.0999003104529413,0.0,1308438.0,332997.0,559940.0
163,FLORIDA,2013,72.5,24681548.0,12198968.0,9455562.0,3027018.0,0.4942545743079,0.12264295578219,0.38310246990991004,25245400.0,7622221.0,13833236.0
164,GEORGIA,2013,81.8,17459504.0,8072841.0,7580785.0,1805878.0,0.46237516254757294,0.10343237700223329,0.4341924604501938,17317504.0,4956142.0,9555687.0
165,HAWAII,2013,77.3,2331770.0,58069.0,1962923.0,310778.0,0.024903399563421778,0.13327986894076174,0.8418167314958165,2345917.0,770643.0,1283872.0
166,IDAHO,2013,86.0,2015534.0,499467.0,1278155.0,237912.0,0.24780876928893286,0.118039189614266,0.6341520410968011,1967676.0,631575.0,1113400.0
167,ILLINOIS,2013,87.9,30057886.0,17364111.0,10382540.0,2311235.0,0.5776890297607756,0.07689279944704029,0.3454181707921841,29517831.0,9509657.0,15285224.0
168,INDIANA,2013,90.5,12236713.0,3753249.0,7503451.0,980013.0,0.3067203586453323,0.08008792884167505,0.6131917125129926,11211155.0,3595471.0,5535933.0
169,IOWA,2013,85.7,6281345.0,2703800.0,3118413.0,459132.0,0.430449211116409,0.07309453628164032,0.4964562526019507,6318241.0,1748683.0,3174989.0
170,KANSAS,2013,87.5,5667223.0,2052565.0,3193838.0,420820.0,0.36218179521081134,0.07425506284118341,0.5635631419480053,5621023.0,1595974.0,2969201.0
171,KENTUCKY,2013,74.6,7216175.0,2387618.0,3960822.0,867735.0,0.3308703017873042,0.12024860816152602,0.5488810900511698,7413896.0,2323851.0,3663594.0
172,LOUISIANA,2013,86.5,8121179.0,3521532.0,3370399.0,1229248.0,0.43362324608286557,0.15136324417920108,0.4150135097379334,7940880.0,2657751.0,3963343.0
173,MAINE,2013,86.4,2650346.0,1424714.0,1029166.0,196466.0,0.5375577377444304,0.0741284345515642,0.38831382770400547,2535405.0,867538.0,1351259.0
174,MARYLAND,2013,86.1,13814727.0,6892643.0,6093652.0,828432.0,0.49893443424542516,0.05996730880023905,0.44109825695433574,13284637.0,4243954.0,7303090.0
175,MASSACHUSETTS,2013,78.6,16114783.0,8868195.0,6428534.0,818054.0,0.5503142673407393,0.05076419583186444,0.3989215368273963,16201905.0,4759997.0,9097982.0
176,MICHIGAN,2013,81.2,18270327.0,6751642.0,9882361.0,1636324.0,0.36954138806601544,0.08956183433389014,0.5408967776000944,17468264.0,5675448.0,8885537.0
177,MINNESOTA,2013,77.6,10848720.0,3409738.0,6792440.0,646542.0,0.31429864537014507,0.059596155122447626,0.6261051995074073,10942019.0,2652321.0,5826404.0
178,MISSISSIPPI,2013,87.3,4444064.0,1523041.0,2213501.0,707522.0,0.3427135612808456,0.15920607804028025,0.4980803606788741,4370050.0,1465175.0,2274357.0
179,MISSOURI,2013,85.4,10103589.0,4973857.0,4235564.0,894168.0,0.4922861569289883,0.0885000369670619,0.4192138061039498,10001763.0,3082015.0,5139610.0
180,MONTANA,2013,89.7,1671053.0,672131.0,788329.0,210593.0,0.40222003730581857,0.12602412969546747,0.471755832998714,1679521.0,545326.0,907018.0
181,NEBRASKA,2013,70.0,3870164.0,2286617.0,1217306.0,366241.0,0.5908320680984062,0.09463190707163831,0.3145360248299555,3913038.0,1026626.0,2318463.0
182,NEVADA,2013,88.1,4131800.0,1183319.0,2556472.0,392009.0,0.2863930974393727,0.09487608306307178,0.6187308194975556,4057443.0,1396907.0,2058538.0
183,NEW_HAMPSHIRE,2013,88.6,2976317.0,1792338.0,1020089.0,163890.0,0.6021999672749913,0.05506469908951231,0.34273533363549646,2878534.0,879507.0,1642945.0
184,NEW_JERSEY,2013,68.5,28070096.0,15938885.0,10986132.0,1145079.0,0.5678243850680097,0.04079355482076014,0.3913820601112301,28179900.0,9131634.0,15489942.0
185,NEW_MEXICO,2013,77.8,3518621.0,597419.0,2401884.0,519318.0,0.169787823127299,0.14759134331319002,0.682620833559511,3536546.0,1096508.0,1709797.0
186,NEW_YORK,2013,83.9,59623918.0,32655563.0,23632698.0,3335657.0,0.5476923371590575,0.05594494813306298,0.3963627147078795,60505950.0,14846782.0,38756656.0
187,NORTH_CAROLINA,2013,87.2,12729402.0,3257536.0,7891977.0,1579889.0,0.2559064439947768,0.12411337154722586,0.6199801844579973,13650536.0,3957680.0,7681386.0
188,NORTH_DAKOTA,2013,81.8,1405349.0,574096.0,685348.0,145905.0,0.40850777991801324,0.10382118605414029,0.48767103402784645,1516575.0,400607.0,718970.0
189,OHIO,2013,82.7,22536516.0,11824787.0,8990516.0,1721213.0,0.5246945446226027,0.07637440498788721,0.3989310503895101,22015797.0,7376469.0,10800145.0
190,OKLAHOMA,2013,72.0,5878111.0,2272119.0,2890048.0,715944.0,0.38653897485093425,0.12179831241703329,0.49166271273203244,5796945.0,1972011.0,2800189.0
191,OREGON,2013,85.3,6077498.0,2563991.0,3041825.0,471682.0,0.4218826563167935,0.07761121435169538,0.5005061293315111,6228197.0,2067538.0,3261733.0
192,PENNSYLVANIA,2013,80.8,28484645.0,16670974.0,9764558.0,2049113.0,0.5852617787583451,0.07193745963834199,0.34280076160331296,28495118.0,7737010.0,15456205.0
193,RHODE_ISLAND,2013,80.1,2282659.0,1247391.0,841875.0,193393.0,0.5464640141168698,0.08472268525434593,0.36881330062878426,2231413.0,765178.0,1265936.0
194,SOUTH_CAROLINA,2013,82.7,8254462.0,3621040.0,3819285.0,814137.0,0.43867668177526287,0.09862992887967743,0.46269338934505966,8224795.0,2621911.0,3933177.0
195,SOUTH_DAKOTA,2013,87.2,1316613.0,713873.0,408009.0,194731.0,0.5422041252820684,0.1479029904763207,0.3098928842416109,1332496.0,390637.0,663258.0
196,TENNESSEE,2013,88.3,9008032.0,3744604.0,4097627.0,1165801.0,0.41569612541340883,0.12941794611742055,0.45488592846917064,9248235.0,2780452.0,5191269.0
197,TEXAS,2013,83.9,49734537.0,25165544.0,18873046.0,5695947.0,0.5059973514984165,0.11452699358596623,0.3794756549156173,50674724.0,14150552.0,24226519.0
198,UTAH,2013,87.8,4300793.0,1655102.0,2235917.0,409774.0,0.38483647085549105,0.09527870790340293,0.519884821241106,4584624.0,1097484.0,2361179.0
199,VERMONT,2013,85.3,1817307.0,270989.0,1431621.0,114697.0,0.14911569701762004,0.06311371716501395,0.787770585817366,1809138.0,538854.0,935593.0
200,VIRGINIA,2013,78.2,15322318.0,8339116.0,5874323.0,1108879.0,0.5442463731662533,0.07237018576432104,0.3833834410694257,15634918.0,4874065.0,8445746.0
201,WASHINGTON,2013,84.5,12242231.0,4040603.0,7159428.0,1042200.0,0.33005446474584577,0.08513154179168814,0.5848139934624661,12097549.0,3777476.0,5911337.0
202,WEST_VIRGINIA,2013,88.6,3486366.0,1075783.0,2027414.0,383169.0,0.3085685782846666,0.10990498415828975,0.5815264375570436,3488877.0,1130079.0,1828234.0
203,WISCONSIN,2013,78.6,11097447.0,4683002.0,5587013.0,827432.0,0.4219891295718736,0.0745605723550651,0.5034502980730613,10845059.0,3551036.0,5637545.0
204,WYOMING,2013,89.3,1695967.0,701352.0,881114.0,113501.0,0.41354106536271046,0.06692406161204788,0.5195348730252416,1675477.0,546422.0,846872.0
205,ALABAMA,2014,75.6,7357267.0,2531630.0,4031547.0,794090.0,0.3440992422865719,0.10793274187276335,0.5479680158406648,7587737.0,2390530.0,3824295.0
206,ALASKA,2014,77.4,2663647.0,529749.0,1824373.0,309525.0,0.19888108296632398,0.11620346089402987,0.6849154561396461,2727056.0,982843.0,1346457.0
207,ARIZONA,2014,84.9,8361708.0,4076443.0,3182285.0,1102980.0,0.4875131970645232,0.13190845698032028,0.38057834595515655,8109460.0,2858103.0,3902565.0
208,ARKANSAS,2014,82.0,5193218.0,633591.0,4006889.0,552738.0,0.12200354385277105,0.1064345844907724,0.7715618716564565,5242672.0,1753929.0,2609867.0
209,CALIFORNIA,2014,77.3,72389126.0,26563511.0,38410554.0,7415061.0,0.3669544373280595,0.10243335442397798,0.5306122082479625,72506810.0,21594573.0,35539425.0
210,COLORADO,2014,87.2,9162406.0,4519457.0,3961719.0,681230.0,0.4932609404123764,0.0743505581394232,0.4323885014482004,9286626.0,3002964.0,4470568.0
211,CONNECTICUT,2014,85.6,10743919.0,6181736.0,4141590.0,420593.0,0.5753706817782226,0.03914707473129684,0.38548224349048055,10201500.0,3128453.0,5889381.0
212,DELAWARE,2014,68.5,1954374.0,683555.0,1137764.0,133055.0,0.3497564949185775,0.06808062325839373,0.5821628818230288,1988535.0,582448.0,1050647.0
213,DISTRICT_OF_COLUMBIA,2014,77.9,1342220.0,1207261.0,0.0,134959.0,0.8994509096869365,0.10054909031306343,0.0,1313289.0,375966.0,503349.0
214,FLORIDA,2014,78.8,26077462.0,12504507.0,10460928.0,3112027.0,0.4795139573015196,0.11933780212200099,0.4011482405764794,26523658.0,7948773.0,14542370.0
215,GEORGIA,2014,81.6,17821620.0,8180073.0,7837335.0,1804212.0,0.45899716187417305,0.10123726125907746,0.4397655768667495,17668352.0,5197804.0,9635641.0
216,HAWAII,2014,78.9,2696766.0,55177.0,2354601.0,286988.0,0.02046043297787053,0.10641931854673338,0.873120248475396,2504144.0,798677.0,1386369.0
217,IDAHO,2014,85.6,2084970.0,532795.0,1319582.0,232593.0,0.25554084711051,0.11155700082015568,0.6329021520693343,2012852.0,650395.0,1108768.0
218,ILLINOIS,2014,87.1,31085621.0,17620332.0,11163462.0,2301827.0,0.5668322341059231,0.0740479657781326,0.3591198001159443,31080869.0,10012961.0,16323537.0
219,INDIANA,2014,90.8,12399402.0,3833273.0,7632238.0,933891.0,0.3091498283546255,0.07531742256602375,0.6155327490793507,11136045.0,3641179.0,5513142.0
220,IOWA,2014,85.7,6455928.0,2753227.0,3247115.0,455586.0,0.42646494818405656,0.07056863087692428,0.5029664209390191,6541553.0,1853835.0,3266694.0
221,KANSAS,2014,88.0,5813985.0,2129558.0,3265012.0,419415.0,0.3662819907516101,0.07213898900667959,0.5615790202417102,5957954.0,1657449.0,3033016.0
222,KENTUCKY,2014,77.5,7229857.0,2437243.0,3966872.0,825742.0,0.3371080506848199,0.11421277073668262,0.5486791785784975,7346219.0,2345545.0,3659917.0
223,LOUISIANA,2014,87.5,8352703.0,3625384.0,3455315.0,1272004.0,0.4340372212444283,0.1522865113245377,0.41367626743103403,8140649.0,2731011.0,4026042.0
224,MAINE,2014,87.0,2675648.0,1460407.0,1032280.0,182961.0,0.5458143223622838,0.06838007092113761,0.38580560671657854,2550302.0,886844.0,1369822.0
225,MARYLAND,2014,87.3,13982544.0,6979775.0,6186736.0,816033.0,0.49917776049909085,0.05836083905761355,0.44246140044329557,13712839.0,4303895.0,7475952.0
226,MASSACHUSETTS,2014,79.8,16609204.0,9230683.0,6587492.0,791029.0,0.5557570970890597,0.047625942820619216,0.396616960090321,16518383.0,4969348.0,9407351.0
227,MICHIGAN,2014,81.9,18457253.0,6820098.0,10073758.0,1563397.0,0.36950774852574214,0.08470366635815199,0.5457885851161058,17358365.0,5735894.0,8858564.0
228,MINNESOTA,2014,75.4,11168633.0,2934779.0,7603409.0,630445.0,0.26276975884156994,0.05644782132244833,0.6807824198359818,11300786.0,2803239.0,5986788.0
229,MISSISSIPPI,2014,87.8,4480105.0,1572310.0,2243098.0,664697.0,0.35095382809108266,0.1483663887341926,0.5006797831747247,4463078.0,1521319.0,2279076.0
230,MISSOURI,2014,86.0,10256615.0,5093803.0,4267069.0,895743.0,0.4966358784062773,0.08733319911101274,0.41603092248270995,10324249.0,3183894.0,5243167.0
231,MONTANA,2014,88.9,1729712.0,705396.0,822788.0,201528.0,0.4078112425652363,0.11650956922308453,0.47567918821167915,1754324.0,570780.0,949120.0
232,NEBRASKA,2014,71.3,4005091.0,2403900.0,1283012.0,318179.0,0.6002110813462166,0.07944363810959601,0.32034528054418737,4008633.0,1059275.0,2371149.0
233,NEVADA,2014,88.1,4203255.0,1169805.0,2651854.0,381596.0,0.2783093102845295,0.09078583145681145,0.630904858258659,4043820.0,1413964.0,2104452.0
234,NEW_HAMPSHIRE,2014,89.7,3042994.0,1877010.0,1003995.0,161989.0,0.6168300036082884,0.05323342734162473,0.32993656905008684,2960615.0,913353.0,1682021.0
235,NEW_JERSEY,2014,68.6,28454548.0,16264645.0,11047025.0,1142878.0,0.5716008913583868,0.04016503794050779,0.3882340707011055,27742203.0,9205196.0,14956606.0
236,NEW_MEXICO,2014,79.2,3601387.0,629575.0,2505492.0,466320.0,0.17481459226681276,0.1294834462389074,0.6957019614942799,3576216.0,1088329.0,1709599.0
237,NEW_YORK,2014,85.6,61337112.0,33158857.0,24830862.0,3347393.0,0.5406002323682928,0.0545736975682846,0.40482607006342264,62556193.0,15381372.0,40168920.0
238,NORTH_CAROLINA,2014,86.6,13462754.0,4083787.0,7849343.0,1529624.0,0.3033396435825835,0.11361895196183486,0.5830414044555817,13540706.0,4015292.0,7573296.0
239,NORTH_DAKOTA,2014,80.7,1568997.0,512071.0,901032.0,155894.0,0.32636837419064535,0.09935901725752184,0.5742726085518328,1597210.0,422005.0,758669.0
240,OHIO,2014,82.5,23297509.0,12112279.0,9492461.0,1692769.0,0.5198958824310359,0.07265879798565589,0.40744531958330826,21847582.0,7111920.0,11350255.0
241,OKLAHOMA,2014,73.8,6034336.0,2360354.0,2983860.0,690122.0,0.3911538900054621,0.11436585566332402,0.4944802543312139,6026661.0,2033459.0,2833650.0
242,OREGON,2014,84.8,6621363.0,2706753.0,3393147.0,521463.0,0.40879090906207677,0.07875463103291573,0.5124544599050075,6453635.0,2151154.0,3437466.0
243,PENNSYLVANIA,2014,83.2,29068069.0,16983068.0,10272392.0,1812609.0,0.5842516749220596,0.062357392917981584,0.35339093215995876,28620630.0,7889064.0,15352999.0
244,RHODE_ISLAND,2014,80.3,2313010.0,1258947.0,867512.0,186551.0,0.5442894756183501,0.08065291546512986,0.37505760891652,2258076.0,782773.0,1277445.0
245,SOUTH_CAROLINA,2014,83.9,8417698.0,3702239.0,3902923.0,812536.0,0.4398160874861512,0.09652710277798039,0.4636568097358684,8452743.0,2747427.0,4035914.0
246,SOUTH_DAKOTA,2014,87.9,1345549.0,745789.0,413544.0,186216.0,0.5542637243236775,0.1383940681461619,0.30734220753016056,1355439.0,413254.0,696235.0
247,TENNESSEE,2014,89.0,9237782.0,3826453.0,4315952.0,1095377.0,0.41421772022764775,0.11857575768728901,0.4672065220850633,9432883.0,2805578.0,5296570.0
248,TEXAS,2014,84.8,52776853.0,26622860.0,20510815.0,5643178.0,0.5044419757275032,0.10692524618699792,0.38863277808549895,53096761.0,14803918.0,25364709.0
249,UTAH,2014,87.7,4405929.0,1657664.0,2363055.0,385210.0,0.37623484173258354,0.08742991546164271,0.5363352428057737,4385896.0,1139969.0,2336613.0
250,VERMONT,2014,85.7,1895044.0,297157.0,1495453.0,102434.0,0.15680744088263915,0.05405362619548675,0.7891389329218741,1876197.0,553032.0,955495.0
251,VIRGINIA,2014,78.2,15347862.0,8343306.0,5994897.0,1009659.0,0.5436135665019662,0.06578499337562456,0.3906014401224092,15690444.0,4964725.0,8464947.0
252,WASHINGTON,2014,86.5,13040197.0,4176941.0,7833024.0,1030232.0,0.3203127222694565,0.07900432792541401,0.6006829498051295,12806300.0,4035948.0,6267816.0
253,WEST_VIRGINIA,2014,88.4,3514889.0,1128984.0,2033948.0,351957.0,0.3212004703420222,0.10013317632505607,0.5786663533329217,3499873.0,1147776.0,1823665.0
254,WISCONSIN,2014,79.3,11330253.0,4790106.0,5709579.0,830568.0,0.42277131852219013,0.07330533572374774,0.5039233457540622,11255186.0,3616770.0,5685955.0
